ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-01-23,6215.748524244521,-1082.9433001048967,9792.9394332357,6215.748524244521,6215.748524244521,-1956.783008319799,-1956.783008319799,-1956.783008319799,-363.75162253917085,-363.75162253917085,-363.75162253917085,-1593.0313857806282,-1593.0313857806282,-1593.0313857806282,0.0,0.0,0.0,4258.965515924722
2020-01-24,6266.973457955975,1200.9874958999362,11467.445421490356,6266.973457955975,6266.973457955975,186.3919407687007,186.3919407687007,186.3919407687007,1436.8394301629069,1436.8394301629069,1436.8394301629069,-1250.4474893942058,-1250.4474893942058,-1250.4474893942058,0.0,0.0,0.0,6453.365398724676
2020-01-25,6318.1983916674335,3125.659630670416,14526.947813766112,6318.1983916674335,6318.1983916674335,2318.0680664709853,2318.0680664709853,2318.0680664709853,3241.6924355997166,3241.6924355997166,3241.6924355997166,-923.6243691287316,-923.6243691287316,-923.6243691287316,0.0,0.0,0.0,8636.26645813842
2020-01-26,6369.423325378888,-85.81900608146508,10723.21449839483,6369.423325378888,6369.423325378888,-1023.2753270748294,-1023.2753270748294,-1023.2753270748294,-402.32694029600356,-402.32694029600356,-402.32694029600356,-620.9483867788257,-620.9483867788257,-620.9483867788257,0.0,0.0,0.0,5346.147998304059
2020-01-27,6420.648259090343,-93.85185674063376,10316.871055999027,6420.648259090343,6420.648259090343,-1447.8926495021954,-1447.8926495021954,-1447.8926495021954,-1098.011410133442,-1098.011410133442,-1098.011410133442,-349.8812393687532,-349.8812393687532,-349.8812393687532,0.0,0.0,0.0,4972.755609588148
2020-01-28,6471.873192801798,-669.0797353575489,10268.12657442268,6471.873192801798,6471.873192801798,-1573.8783139568725,-1573.8783139568725,-1573.8783139568725,-1457.0638652428327,-1457.0638652428327,-1457.0638652428327,-116.81444871403997,-116.81444871403997,-116.81444871403997,0.0,0.0,0.0,4897.994878844926
2020-01-29,6523.098126513256,-512.8224010543503,10341.040531784103,6523.098126513256,6523.098126513256,-1284.3313968754385,-1284.3313968754385,-1284.3313968754385,-1357.3780275421816,-1357.3780275421816,-1357.3780275421816,73.04663066674298,73.04663066674298,73.04663066674298,0.0,0.0,0.0,5238.766729637818
2020-01-30,6574.32306022471,1176.1426488748582,11431.749318295479,6574.32306022471,6574.32306022471,-147.9844791134766,-147.9844791134766,-147.9844791134766,-363.75162254064645,-363.75162254064645,-363.75162254064645,215.76714342716986,215.76714342716986,215.76714342716986,0.0,0.0,0.0,6426.338581111234
2020-01-31,6625.547993936165,2614.6276586317354,13631.89071329901,6625.547993936165,6625.547993936165,1745.573539731694,1745.573539731694,1745.573539731694,1436.8394301518063,1436.8394301518063,1436.8394301518063,308.73410957988784,308.73410957988784,308.73410957988784,0.0,0.0,0.0,8371.121533667858
2020-02-01,6676.772927647623,5074.670113901049,15373.398163832355,6676.772927647623,6676.772927647623,3592.3668485922894,3592.3668485922894,3592.3668485922894,3241.69243559826,3241.69243559826,3241.69243559826,350.6744129940301,350.6744129940301,350.6744129940301,0.0,0.0,0.0,10269.139776239912
2020-02-02,6727.997861359077,1381.2273854995456,11874.258934540268,6727.997861359077,6727.997861359077,-60.68711264241056,-60.68711264241056,-60.68711264241056,-402.32694029780896,-402.32694029780896,-402.32694029780896,341.6398276553984,341.6398276553984,341.6398276553984,0.0,0.0,0.0,6667.310748716667
2020-02-03,6779.222795070533,639.7813593170293,11310.915237392835,6779.222795070533,6779.222795070533,-815.0510742535985,-815.0510742535985,-815.0510742535985,-1098.0114101329566,-1098.0114101329566,-1098.0114101329566,282.96033587935807,282.96033587935807,282.96033587935807,0.0,0.0,0.0,5964.171720816934
2020-02-04,6830.44772878199,39.77657816463344,10614.668005668957,6830.44772878199,6830.44772878199,-1279.8960940540242,-1279.8960940540242,-1279.8960940540242,-1457.06386524168,-1457.06386524168,-1457.06386524168,177.16777118765606,177.16777118765606,177.16777118765606,0.0,0.0,0.0,5550.551634727966
2020-02-05,6881.672662493445,80.82612423255867,11011.905507494466,6881.672662493445,6881.672662493445,-1329.4855004801552,-1329.4855004801552,-1329.4855004801552,-1357.3780275390602,-1357.3780275390602,-1357.3780275390602,27.892527058904967,27.892527058904967,27.892527058904967,0.0,0.0,0.0,5552.18716201329
2020-02-06,6932.8975962049,592.7766665084486,11928.142439794507,6932.8975962049,6932.8975962049,-524.0149288603214,-524.0149288603214,-524.0149288603214,-363.751622542349,-363.751622542349,-363.751622542349,-160.26330631797254,-160.26330631797254,-160.26330631797254,0.0,0.0,0.0,6408.882667344578
2020-02-07,6984.122529916358,3176.107921093493,13563.64047030633,6984.122529916358,6984.122529916358,1054.966933459509,1054.966933459509,1054.966933459509,1436.839430155483,1436.839430155483,1436.839430155483,-381.87249669597367,-381.87249669597367,-381.87249669597367,0.0,0.0,0.0,8039.089463375867
2020-02-08,7035.347463627812,4369.256383162565,15216.403031769041,7035.347463627812,7035.347463627812,2610.8478045050942,2610.8478045050942,2610.8478045050942,3241.6924355981378,3241.6924355981378,3241.6924355981378,-630.8446310930434,-630.8446310930434,-630.8446310930434,0.0,0.0,0.0,9646.195268132906
2020-02-09,7086.572397339267,732.0013940971279,10974.133083211223,7086.572397339267,7086.572397339267,-1302.9258579309346,-1302.9258579309346,-1302.9258579309346,-402.32694029961425,-402.32694029961425,-402.32694029961425,-900.5989176313203,-900.5989176313203,-900.5989176313203,0.0,0.0,0.0,5783.6465394083325
2020-02-10,7137.797331050725,-226.84831252126583,10575.715281095472,7137.797331050725,7137.797331050725,-2282.254518272506,-2282.254518272506,-2282.254518272506,-1098.0114101309894,-1098.0114101309894,-1098.0114101309894,-1184.243108141517,-1184.243108141517,-1184.243108141517,0.0,0.0,0.0,4855.542812778219
2020-02-11,7189.0222647621795,-1330.0597488449366,9241.572160886004,7189.0222647621795,7189.0222647621795,-2931.817662483817,-2931.817662483817,-2931.817662483817,-1457.0638652419161,-1457.0638652419161,-1457.0638652419161,-1474.7537972419007,-1474.7537972419007,-1474.7537972419007,0.0,0.0,0.0,4257.2046022783625
2020-02-12,7240.247198473635,-1289.142961559012,9891.654182059157,7240.247198473635,7240.247198473635,-3122.5314835952768,-3122.5314835952768,-3122.5314835952768,-1357.3780275359381,-1357.3780275359381,-1357.3780275359381,-1765.1534560593386,-1765.1534560593386,-1765.1534560593386,0.0,0.0,0.0,4117.715714878358
2020-02-13,7291.472132185092,-804.470984515436,10656.217127675962,7291.472132185092,7291.472132185092,-2412.4314049831255,-2412.4314049831255,-2412.4314049831255,-363.7516225438246,-363.7516225438246,-363.7516225438246,-2048.679782439301,-2048.679782439301,-2048.679782439301,0.0,0.0,0.0,4879.040727201967
2020-02-14,7342.697065896547,897.6833333512537,11718.77166292494,7342.697065896547,7342.697065896547,-882.103855448951,-882.103855448951,-882.103855448951,1436.8394301567314,1436.8394301567314,1436.8394301567314,-2318.9432856056824,-2318.9432856056824,-2318.9432856056824,0.0,0.0,0.0,6460.593210447596
2020-02-15,7393.921999608002,2775.9286962336,13153.884610691686,7393.921999608002,7393.921999608002,671.6229757373055,671.6229757373055,671.6229757373055,3241.6924355966803,3241.6924355966803,3241.6924355966803,-2570.0694598593745,-2570.0694598593745,-2570.0694598593745,0.0,0.0,0.0,8065.544975345308
2020-02-16,7445.14693331946,-691.9986600916324,9346.05586692554,7445.14693331946,7445.14693331946,-3199.149365068109,-3199.149365068109,-3199.149365068109,-402.326940302644,-402.326940302644,-402.326940302644,-2796.8224247654643,-2796.8224247654643,-2796.8224247654643,0.0,0.0,0.0,4245.9975682513505
2020-02-17,7496.371867030911,-2024.980057515166,8915.741450559664,7496.371867030911,7496.371867030911,-4092.7189119647296,-4092.7189119647296,-4092.7189119647296,-1098.0114101347708,-1098.0114101347708,-1098.0114101347708,-2994.7075018299597,-2994.7075018299597,-2994.7075018299597,0.0,0.0,0.0,3403.652955066181
2020-02-18,7547.596800742366,-2030.6680574064085,8214.78120836131,7547.596800742366,7547.596800742366,-4617.114707127807,-4617.114707127807,-4617.114707127807,-1457.0638652447183,-1457.0638652447183,-1457.0638652447183,-3160.0508418830896,-3160.0508418830896,-3160.0508418830896,0.0,0.0,0.0,2930.482093614559
2020-02-19,7598.821734453821,-2330.735804594473,8381.92620861406,7598.821734453821,7598.821734453821,-4647.432921660128,-4647.432921660128,-4647.432921660128,-1357.3780275413196,-1357.3780275413196,-1357.3780275413196,-3290.0548941188085,-3290.0548941188085,-3290.0548941188085,0.0,0.0,0.0,2951.3888127936925
2020-02-20,7650.046668165279,-1354.477196873545,8862.46890963804,7650.046668165279,7650.046668165279,-3746.5808199394232,-3746.5808199394232,-3746.5808199394232,-363.7516225415935,-363.7516225415935,-363.7516225415935,-3382.82919739783,-3382.82919739783,-3382.82919739783,0.0,0.0,0.0,3903.4658482258556
2020-02-21,7701.271601876733,187.2388120609363,10962.284505455757,7701.271601876733,7701.271601876733,-2000.5572272661573,-2000.5572272661573,-2000.5572272661573,1436.8394301579806,1436.8394301579806,1436.8394301579806,-3437.396657424138,-3437.396657424138,-3437.396657424138,0.0,0.0,0.0,5700.714374610576
2020-02-22,7752.496535588188,1924.8711313613292,13180.651279492367,7752.496535588188,7752.496535588188,-211.98369527288077,-211.98369527288077,-211.98369527288077,3241.692435601077,3241.692435601077,3241.692435601077,-3453.676130873958,-3453.676130873958,-3453.676130873958,0.0,0.0,0.0,7540.512840315307
2020-02-23,7803.721469299646,-984.0172813536022,9359.898200486292,7803.721469299646,7803.721469299646,-3834.7696919936684,-3834.7696919936684,-3834.7696919936684,-402.3269403032246,-402.3269403032246,-402.3269403032246,-3432.442751690444,-3432.442751690444,-3432.442751690444,0.0,0.0,0.0,3968.9517773059774
2020-02-24,7854.9464030111,-1636.693413569423,8584.766264178617,7854.9464030111,7854.9464030111,-4473.279399596891,-4473.279399596891,-4473.279399596891,-1098.0114101328038,-1098.0114101328038,-1098.0114101328038,-3375.2679894640883,-3375.2679894640883,-3375.2679894640883,0.0,0.0,0.0,3381.667003414209
2020-02-25,7906.171337003808,-1924.0868301416551,8888.239901231333,7906.171337003808,7906.171337003808,-4741.5057762835395,-4741.5057762835395,-4741.5057762835395,-1457.063865239612,-1457.063865239612,-1457.063865239612,-3284.4419110439285,-3284.4419110439285,-3284.4419110439285,0.0,0.0,0.0,3164.6655607202683
2020-02-26,7957.396270996518,-1969.0520190640634,8726.268306413811,7957.396270996518,7957.396270996518,-4520.2585401780325,-4520.2585401780325,-4520.2585401780325,-1357.378027538198,-1357.378027538198,-1357.378027538198,-3162.880512639834,-3162.880512639834,-3162.880512639834,0.0,0.0,0.0,3437.1377308184856
2020-02-27,8008.621204989222,-565.6175663743903,9871.64065580296,8008.621204989222,8008.621204989222,-3377.772914380388,-3377.772914380388,-3377.772914380388,-363.75162255070944,-363.75162255070944,-363.75162255070944,-3014.021291829679,-3014.021291829679,-3014.021291829679,0.0,0.0,0.0,4630.848290608834
2020-02-28,8059.8461389819295,1110.8511388599943,12308.57725838424,8059.8461389819295,8059.8461389819295,-1404.8710008948863,-1404.8710008948863,-1404.8710008948863,1436.839430159229,1436.839430159229,1436.839430159229,-2841.7104310541154,-2841.7104310541154,-2841.7104310541154,0.0,0.0,0.0,6654.975138087043
2020-02-29,8111.07107297464,3475.41739862088,14088.359449805897,8111.07107297464,8111.07107297464,591.607372082706,591.607372082706,591.607372082706,3241.6924355996193,3241.6924355996193,3241.6924355996193,-2650.0850635169136,-2650.0850635169136,-2650.0850635169136,0.0,0.0,0.0,8702.678445057345
2020-03-01,8162.296006967347,-190.87062754156688,10538.784116269311,8162.296006967347,8162.296006967347,-2845.781029258062,-2845.781029258062,-2845.781029258062,-402.3269402947768,-402.3269402947768,-402.3269402947768,-2443.454088963286,-2443.454088963286,-2443.454088963286,0.0,0.0,0.0,5316.514977709285
2020-03-02,8213.520940960054,-646.5108829255687,10143.117333719774,8213.520940960054,8213.520940960054,-3324.1923139203436,-3324.1923139203436,-3324.1923139203436,-1098.0114101337113,-1098.0114101337113,-1098.0114101337113,-2226.180903786633,-2226.180903786633,-2226.180903786633,0.0,0.0,0.0,4889.32862703971
2020-03-03,8264.745874952765,-263.9062811063258,9825.332272600288,8264.745874952765,8264.745874952765,-3459.6350784735346,-3459.6350784735346,-3459.6350784735346,-1457.063865242414,-1457.063865242414,-1457.063865242414,-2002.5712132311207,-2002.5712132311207,-2002.5712132311207,0.0,0.0,0.0,4805.11079647923
2020-03-04,8315.970808945473,-101.28607471291201,10391.925351475164,8315.970808945473,8315.970808945473,-3134.146839258476,-3134.146839258476,-3134.146839258476,-1357.3780275384354,-1357.3780275384354,-1357.3780275384354,-1776.7688117200403,-1776.7688117200403,-1776.7688117200403,0.0,0.0,0.0,5181.823969686997
2020-03-05,8367.195742938178,1038.44628613023,11493.866390172387,8367.195742938178,8367.195742938178,-1916.4134839557628,-1916.4134839557628,-1916.4134839557628,-363.7516225447717,-363.7516225447717,-363.7516225447717,-1552.6618614109912,-1552.6618614109912,-1552.6618614109912,0.0,0.0,0.0,6450.782258982415
2020-03-06,8418.42067693089,2809.383505437606,13900.071528974211,8418.42067693089,8418.42067693089,103.03764840996558,103.03764840996558,103.03764840996558,1436.8394301629057,1436.8394301629057,1436.8394301629057,-1333.8017817529403,-1333.8017817529403,-1333.8017817529403,0.0,0.0,0.0,8521.458325340855
