ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-01-12,16369.503978651557,5496.7456652463225,16241.380567482045,16369.503978651557,16369.503978651557,-5216.344119981081,-5216.344119981081,-5216.344119981081,-1457.0638652451676,-1457.0638652451676,-1457.0638652451676,-3759.280254735914,-3759.280254735914,-3759.280254735914,0.0,0.0,0.0,11153.159858670475
2021-01-13,16377.099758850156,5871.6926444729725,16767.040120118265,16377.099758850156,16377.099758850156,-5156.115527777364,-5156.115527777364,-5156.115527777364,-1357.3780275396243,-1357.3780275396243,-1357.3780275396243,-3798.737500237739,-3798.737500237739,-3798.737500237739,0.0,0.0,0.0,11220.98423107279
2021-01-14,16384.678657199995,7245.5402661614025,17815.064967985592,16384.678657199995,16384.678657199995,-4127.011245018274,-4127.011245018274,-4127.011245018274,-363.7516225462697,-363.7516225462697,-363.7516225462697,-3763.259622472004,-3763.259622472004,-3763.259622472004,0.0,0.0,0.0,12257.66741218172
2021-01-15,16392.257555549837,8906.779218638161,19386.375250942183,16392.257555549837,16392.257555549837,-2221.7040331022026,-2221.7040331022026,-2221.7040331022026,1436.8394301640087,1436.8394301640087,1436.8394301640087,-3658.5434632662113,-3658.5434632662113,-3658.5434632662113,0.0,0.0,0.0,14170.553522447633
2021-01-16,16399.836453899672,10946.028854171329,21484.264517083884,16399.836453899672,16399.836453899672,-249.85613027417256,-249.85613027417256,-249.85613027417256,3241.6924355981064,3241.6924355981064,3241.6924355981064,-3491.548565872279,-3491.548565872279,-3491.548565872279,0.0,0.0,0.0,16149.9803236255
2021-01-17,16407.41535224951,6942.943767363941,17730.551863673925,16407.41535224951,16407.41535224951,-3672.6390902246235,-3672.6390902246235,-3672.6390902246235,-402.3269402982439,-402.3269402982439,-402.3269402982439,-3270.31214992638,-3270.31214992638,-3270.31214992638,0.0,0.0,0.0,12734.776262024887
2021-01-18,16414.994250599346,7102.33098659027,17526.08914569458,16414.994250599346,16414.994250599346,-4101.754055588016,-4101.754055588016,-4101.754055588016,-1098.01141013129,-1098.01141013129,-1098.01141013129,-3003.7426454567258,-3003.7426454567258,-3003.7426454567258,0.0,0.0,0.0,12313.24019501133
2021-01-19,16422.573148949188,7433.761298280211,18071.583105624228,16422.573148949188,16422.573148949188,-4158.4609702034795,-4158.4609702034795,-4158.4609702034795,-1457.0638652400607,-1457.0638652400607,-1457.0638652400607,-2701.3971049634174,-2701.3971049634174,-2701.3971049634174,0.0,0.0,0.0,12264.112178745709
2021-01-20,16430.152047299027,7243.856909745254,17721.24434039379,16430.152047299027,16430.152047299027,-3730.6261619042957,-3730.6261619042957,-3730.6261619042957,-1357.3780275407544,-1357.3780275407544,-1357.3780275407544,-2373.2481343635422,-2373.2481343635422,-2373.2481343635422,0.0,0.0,0.0,12699.52588539473
2021-01-21,16437.730945648866,8475.830088686058,19537.0505772892,16437.730945648866,16437.730945648866,-2393.1977795782714,-2393.1977795782714,-2393.1977795782714,-363.7516225440387,-363.7516225440387,-363.7516225440387,-2029.4461570342335,-2029.4461570342335,-2029.4461570342335,0.0,0.0,0.0,14044.533166070594
2021-01-22,16445.3098439987,10684.397398101893,22075.261084856967,16445.3098439987,16445.3098439987,-243.24341742255078,-243.24341742255078,-243.24341742255078,1436.8394301553358,1436.8394301553358,1436.8394301553358,-1680.0828475778867,-1680.0828475778867,-1680.0828475778867,0.0,0.0,0.0,16202.06642657615
2021-01-23,16452.888742348543,13143.49055227595,23763.538735167505,16452.888742348543,16452.888742348543,1906.730991013382,1906.730991013382,1906.730991013382,3241.6924355979845,3241.6924355979845,3241.6924355979845,-1334.9614445846025,-1334.9614445846025,-1334.9614445846025,0.0,0.0,0.0,18359.619733361924
2021-01-24,16460.467640698378,9955.782020209352,20348.30388738939,16460.467640698378,16460.467640698378,-1405.7063204171268,-1405.7063204171268,-1405.7063204171268,-402.32694030127385,-402.32694030127385,-402.32694030127385,-1003.3793801158531,-1003.3793801158531,-1003.3793801158531,0.0,0.0,0.0,15054.761320281252
2021-01-25,16468.046539048217,9266.245220058316,19768.190814304897,16468.046539048217,16468.046539048217,-1791.939666853152,-1791.939666853152,-1791.939666853152,-1098.0114101321972,-1098.0114101321972,-1098.0114101321972,-693.9282567209549,-693.9282567209549,-693.9282567209549,0.0,0.0,0.0,14676.106872195065
2021-01-26,16475.62543739806,9314.477133259705,19642.385870526854,16475.62543739806,16475.62543739806,-1871.3795387255686,-1871.3795387255686,-1871.3795387255686,-1457.0638652428634,-1457.0638652428634,-1457.0638652428634,-414.31567348270556,-414.31567348270556,-414.31567348270556,0.0,0.0,0.0,14604.24589867249
2021-01-27,16483.204335747894,9716.586486869324,20295.399289437817,16483.204335747894,16483.204335747894,-1528.5907938576802,-1528.5907938576802,-1528.5907938576802,-1357.3780275367399,-1357.3780275367399,-1357.3780275367399,-171.21276632094023,-171.21276632094023,-171.21276632094023,0.0,0.0,0.0,14954.613541890214
2021-01-28,16490.783234097733,10923.900108058733,21275.46266550522,16490.783234097733,16490.783234097733,-333.88222570683104,-333.88222570683104,-333.88222570683104,-363.7516225418076,-363.7516225418076,-363.7516225418076,29.869396834976545,29.869396834976545,29.869396834976545,0.0,0.0,0.0,16156.901008390902
2021-01-29,16498.36213244757,12777.925308012193,23425.57631067406,16498.36213244757,16498.36213244757,1621.5116481151713,1621.5116481151713,1621.5116481151713,1436.8394301590124,1436.8394301590124,1436.8394301590124,184.67221795615893,184.67221795615893,184.67221795615893,0.0,0.0,0.0,18119.873780562742
2021-01-30,16505.94103079741,14924.384939321868,25420.473413971722,16505.94103079741,16505.94103079741,3531.9416939259545,3531.9416939259545,3531.9416939259545,3241.692435596527,3241.692435596527,3241.692435596527,290.24925832942773,290.24925832942773,290.24925832942773,0.0,0.0,0.0,20037.882724723364
2021-01-31,16513.51992914725,11051.401476290383,22166.91855367809,16513.51992914725,16513.51992914725,-57.334373039149504,-57.334373039149504,-57.334373039149504,-402.3269403030791,-402.3269403030791,-402.3269403030791,344.9925672639297,344.9925672639297,344.9925672639297,0.0,0.0,0.0,16456.1855561081
2021-02-01,16521.098827497088,10519.88280287593,21002.34459017272,16521.098827497088,16521.098827497088,-749.3855471281847,-749.3855471281847,-749.3855471281847,-1098.0114101331044,-1098.0114101331044,-1098.0114101331044,348.6258630049196,348.6258630049196,348.6258630049196,0.0,0.0,0.0,15771.713280368904
2021-02-02,16528.677725846926,9946.50312718726,20965.378413373815,16528.677725846926,16528.677725846926,-1154.8982484893202,-1154.8982484893202,-1154.8982484893202,-1457.0638652430985,-1457.0638652430985,-1457.0638652430985,302.16561675377795,302.16561675377795,302.16561675377795,0.0,0.0,0.0,15373.779477357606
2021-02-03,16536.256624196765,9946.907764021187,20676.94392334508,16536.256624196765,16536.256624196765,-1149.526143849387,-1149.526143849387,-1149.526143849387,-1357.3780275421216,-1357.3780275421216,-1357.3780275421216,207.8518836927343,207.8518836927343,207.8518836927343,0.0,0.0,0.0,15386.730480347378
2021-02-04,16543.835522546604,11020.745872640804,21764.43935218127,16543.835522546604,16543.835522546604,-294.7001698663862,-294.7001698663862,-294.7001698663862,-363.75162254328313,-363.75162254328313,-363.75162254328313,69.05145267689697,69.05145267689697,69.05145267689697,0.0,0.0,0.0,16249.135352680218
2021-02-05,16551.41442089644,12652.624223004372,23229.07626238075,16551.41442089644,16551.41442089644,1326.9759607171452,1326.9759607171452,1326.9759607171452,1436.8394301578337,1436.8394301578337,1436.8394301578337,-109.86346944068843,-109.86346944068843,-109.86346944068843,0.0,0.0,0.0,17878.390381613583
2021-02-06,16558.99331924628,14023.398934129465,24931.255004499973,16558.99331924628,16558.99331924628,2918.035158040338,2918.035158040338,2918.035158040338,3241.692435600257,3241.692435600257,3241.692435600257,-323.6572775599187,-323.6572775599187,-323.6572775599187,0.0,0.0,0.0,19477.028477286618
2021-02-07,16566.57221759612,10342.980487939729,20796.150244438606,16566.57221759612,16566.57221759612,-968.7164375276183,-968.7164375276183,-968.7164375276183,-402.32694029340684,-402.32694029340684,-402.32694029340684,-566.3894972342114,-566.3894972342114,-566.3894972342114,0.0,0.0,0.0,15597.855780068501
2021-02-08,16574.151115945955,9156.311703125702,20038.37002278704,16574.151115945955,16574.151115945955,-1929.5967251977754,-1929.5967251977754,-1929.5967251977754,-1098.0114101340112,-1098.0114101340112,-1098.0114101340112,-831.5853150637644,-831.5853150637644,-831.5853150637644,0.0,0.0,0.0,14644.55439074818
2021-02-09,16581.730014295794,8304.54609561035,19628.320889693066,16581.730014295794,16581.730014295794,-2569.477282368459,-2569.477282368459,-2569.477282368459,-1457.0638652419461,-1457.0638652419461,-1457.0638652419461,-1112.413417126513,-1112.413417126513,-1112.413417126513,0.0,0.0,0.0,14012.252731927336
2021-02-10,16589.308912645636,8821.603849042258,19528.35334346649,16589.308912645636,16589.308912645636,-2759.244412780315,-2759.244412780315,-2759.244412780315,-1357.3780275389997,-1357.3780275389997,-1357.3780275389997,-1401.8663852413156,-1401.8663852413156,-1401.8663852413156,0.0,0.0,0.0,13830.06449986532
2021-02-11,16596.88781099547,9046.187116356394,19530.144560406436,16596.88781099547,16596.88781099547,-2056.6905945019703,-2056.6905945019703,-2056.6905945019703,-363.75162253734555,-363.75162253734555,-363.75162253734555,-1692.9389719646242,-1692.9389719646242,-1692.9389719646242,0.0,0.0,0.0,14540.197216493501
2021-02-12,16604.46670934531,10633.147748225138,21470.373044201555,16604.46670934531,16604.46670934531,-541.960339162058,-541.960339162058,-541.960339162058,1436.8394301615103,1436.8394301615103,1436.8394301615103,-1978.7997693235682,-1978.7997693235682,-1978.7997693235682,0.0,0.0,0.0,16062.506370183251
2021-02-13,16612.04560769515,12070.211739868617,23179.748555062928,16612.04560769515,16612.04560769515,988.7403403362983,988.7403403362983,988.7403403362983,3241.692435599467,3241.692435599467,3241.692435599467,-2252.9520952631683,-2252.9520952631683,-2252.9520952631683,0.0,0.0,0.0,17600.785948031447
2021-02-14,16619.624506044987,8119.2951170121005,18838.764604963773,16619.624506044987,16619.624506044987,-2911.7072748705004,-2911.7072748705004,-2911.7072748705004,-402.326940295212,-402.326940295212,-402.326940295212,-2509.380334575288,-2509.380334575288,-2509.380334575288,0.0,0.0,0.0,13707.917231174488
2021-02-15,16627.203404394826,7350.078938225176,17983.211563104232,16627.203404394826,16627.203404394826,-3840.689883955747,-3840.689883955747,-3840.689883955747,-1098.0114101320444,-1098.0114101320444,-1098.0114101320444,-2742.6784738237034,-2742.6784738237034,-2742.6784738237034,0.0,0.0,0.0,12786.513520439079
2021-02-16,16634.782302744665,7199.650772098626,17928.254971826584,16634.782302744665,16634.782302744665,-4405.222011801233,-4405.222011801233,-4405.222011801233,-1457.0638652407945,-1457.0638652407945,-1457.0638652407945,-2948.158146560438,-2948.158146560438,-2948.158146560438,0.0,0.0,0.0,12229.560290943431
2021-02-17,16642.361201094503,7067.638969359597,17591.22445776355,16642.361201094503,16642.361201094503,-4479.312165723945,-4479.312165723945,-4479.312165723945,-1357.378027535878,-1357.378027535878,-1357.378027535878,-3121.9341381880677,-3121.9341381880677,-3121.9341381880677,0.0,0.0,0.0,12163.049035370557
2021-02-18,16649.940099444342,7384.653140193576,18106.09834458953,16649.940099444342,16649.940099444342,-3624.7375928018637,-3624.7375928018637,-3624.7375928018637,-363.7516225464614,-363.7516225464614,-363.7516225464614,-3260.985970255402,-3260.985970255402,-3260.985970255402,0.0,0.0,0.0,13025.20250664248
2021-02-19,16657.514899129896,9250.447364685182,19880.327225012217,16657.514899129896,16657.514899129896,-1926.3554420747973,-1926.3554420747973,-1926.3554420747973,1436.8394301627593,1436.8394301627593,1436.8394301627593,-3363.194872237556,-3363.194872237556,-3363.194872237556,0.0,0.0,0.0,14731.159457055099
2021-02-20,16665.089698815453,11586.881246681201,22245.14527651164,16665.089698815453,16665.089698815453,-185.66369974618314,-185.66369974618314,-185.66369974618314,3241.6924355986775,3241.6924355986775,3241.6924355986775,-3427.3561353448604,-3427.3561353448604,-3427.3561353448604,0.0,0.0,0.0,16479.42599906927
2021-02-21,16672.66449850101,7904.981372602064,18090.546426989025,16672.66449850101,16672.66449850101,-3855.4944487524326,-3855.4944487524326,-3855.4944487524326,-402.32694029824177,-402.32694029824177,-402.32694029824177,-3453.1675084541916,-3453.1675084541916,-3453.1675084541916,0.0,0.0,0.0,12817.170049748576
2021-02-22,16680.23929818657,6892.273989164427,17369.706617562042,16680.23929818657,16680.23929818657,-4539.206332952299,-4539.206332952299,-4539.206332952299,-1098.0114101358256,-1098.0114101358256,-1098.0114101358256,-3441.1949228164726,-3441.1949228164726,-3441.1949228164726,0.0,0.0,0.0,12141.032965234272
2021-02-23,16687.814097872128,6121.740106987609,17285.07106008944,16687.814097872128,16687.814097872128,-4849.881268416404,-4849.881268416404,-4849.881268416404,-1457.0638652449838,-1457.0638652449838,-1457.0638652449838,-3392.8174031714198,-3392.8174031714198,-3392.8174031714198,0.0,0.0,0.0,11837.932829455724
2021-02-24,16695.38889755768,6868.461892327965,17078.08691347596,16695.38889755768,16695.38889755768,-4667.531551212736,-4667.531551212736,-4667.531551212736,-1357.3780275412596,-1357.3780275412596,-1357.3780275412596,-3310.1535236714753,-3310.1535236714753,-3310.1535236714753,0.0,0.0,0.0,12027.857346344945
2021-02-25,16702.963697243238,7872.4348099357885,18453.71996472748,16702.963697243238,16702.963697243238,-3559.723807900539,-3559.723807900539,-3559.723807900539,-363.7516225442303,-363.7516225442303,-363.7516225442303,-3195.9721853563096,-3195.9721853563096,-3195.9721853563096,0.0,0.0,0.0,13143.239889342698
2021-02-26,16710.538496928795,9607.329353044322,20636.162205250297,16710.538496928795,16710.538496928795,-1616.751388087538,-1616.751388087538,-1616.751388087538,1436.8394301640083,1436.8394301640083,1436.8394301640083,-3053.5908182515464,-3053.5908182515464,-3053.5908182515464,0.0,0.0,0.0,15093.787108841258
2021-02-27,16718.113296614356,11762.766919360698,22235.983579417003,16718.113296614356,16718.113296614356,354.9280968935203,354.9280968935203,354.9280968935203,3241.692435597887,3241.692435597887,3241.692435597887,-2886.7643387043668,-2886.7643387043668,-2886.7643387043668,0.0,0.0,0.0,17073.041393507876
2021-02-28,16725.68809629991,8518.763907282042,19296.78021046155,16725.68809629991,16725.68809629991,-3101.895258033015,-3101.895258033015,-3101.895258033015,-402.32694029882236,-402.32694029882236,-402.32694029882236,-2699.5683177341925,-2699.5683177341925,-2699.5683177341925,0.0,0.0,0.0,13623.792838266894
2021-03-01,16733.262895985466,7409.810018657535,18511.905944516566,16733.262895985466,16733.262895985466,-3594.2912483802384,-3594.2912483802384,-3594.2912483802384,-1098.0114101324657,-1098.0114101324657,-1098.0114101324657,-2496.2798382477727,-2496.2798382477727,-2496.2798382477727,0.0,0.0,0.0,13138.971647605227
2021-03-02,16740.837695671024,7226.524708703704,17949.389288561328,16740.837695671024,16740.837695671024,-3738.323305614513,-3738.323305614513,-3738.323305614513,-1457.0638652438322,-1457.0638652438322,-1457.0638652438322,-2281.259440370681,-2281.259440370681,-2281.259440370681,0.0,0.0,0.0,13002.51439005651
2021-03-03,16748.41249535658,7911.1388861141095,18747.32667355637,16748.41249535658,16748.41249535658,-3416.2154077374357,-3416.2154077374357,-3416.2154077374357,-1357.3780275381378,-1357.3780275381378,-1357.3780275381378,-2058.837380199298,-2058.837380199298,-2058.837380199298,0.0,0.0,0.0,13332.197087619144
2021-03-04,16755.98729504214,9610.383048072534,20202.441435922847,16755.98729504214,16755.98729504214,-2196.958788386084,-2196.958788386084,-2196.958788386084,-363.75162254570597,-363.75162254570597,-363.75162254570597,-1833.2071658403784,-1833.2071658403784,-1833.2071658403784,0.0,0.0,0.0,14559.028506656057
2021-03-05,16763.562094727695,11459.179704770459,21947.02319349019,16763.562094727695,16763.562094727695,-171.4895659638573,-171.4895659638573,-171.4895659638573,1436.839430155335,1436.839430155335,1436.839430155335,-1608.3289961191924,-1608.3289961191924,-1608.3289961191924,0.0,0.0,0.0,16592.072528763838
2021-03-06,16771.136894413252,13447.790591544777,23771.409514293286,16771.136894413252,16771.136894413252,1853.8471115569844,1853.8471115569844,1853.8471115569844,3241.692435601617,3241.692435601617,3241.692435601617,-1387.8453240446324,-1387.8453240446324,-1387.8453240446324,0.0,0.0,0.0,18624.984005970236
2021-03-07,16778.71169409881,9489.390668457427,20448.483898485556,16778.71169409881,16778.71169409881,-1577.3372534054486,-1577.3372534054486,-1577.3372534054486,-402.32694030185223,-402.32694030185223,-402.32694030185223,-1175.0103131035964,-1175.0103131035964,-1175.0103131035964,0.0,0.0,0.0,15201.37444069336
2021-03-08,16786.286493784366,9319.675256862703,20654.715112551905,16786.286493784366,16786.286493784366,-2070.64587487038,-2070.64587487038,-2070.64587487038,-1098.011410133373,-1098.011410133373,-1098.011410133373,-972.634464737007,-972.634464737007,-972.634464737007,0.0,0.0,0.0,14715.640618913985
2021-03-09,16793.861293469923,9202.27366856591,19785.27060646269,16793.861293469923,16793.861293469923,-2240.1090510851755,-2240.1090510851755,-2240.1090510851755,-1457.0638652426796,-1457.0638652426796,-1457.0638652426796,-783.0451858424955,-783.0451858424955,-783.0451858424955,0.0,0.0,0.0,14553.752242384748
2021-03-10,16801.43609315548,9357.842217690886,20352.38048784026,16801.43609315548,16801.43609315548,-1965.4415793598628,-1965.4415793598628,-1965.4415793598628,-1357.3780275392678,-1357.3780275392678,-1357.3780275392678,-608.0635518205951,-608.0635518205951,-608.0635518205951,0.0,0.0,0.0,14835.994513795617
2021-03-11,16809.010892841037,10933.669466502657,20962.614277225497,16809.010892841037,16809.010892841037,-812.748641781776,-812.748641781776,-812.748641781776,-363.7516225397683,-363.7516225397683,-363.7516225397683,-448.9970192420078,-448.9970192420078,-448.9970192420078,0.0,0.0,0.0,15996.262251059261
2021-03-12,16816.585692526594,12641.743922720225,23399.26748753643,16816.585692526594,16816.585692526594,1130.192062482125,1130.192062482125,1130.192062482125,1436.8394301590115,1436.8394301590115,1436.8394301590115,-306.6473676768864,-306.6473676768864,-306.6473676768864,0.0,0.0,0.0,17946.77775500872
2021-03-13,16824.16049221215,14492.022066174954,24979.078406774035,16824.16049221215,16824.16049221215,3060.3597192884895,3060.3597192884895,3060.3597192884895,3241.6924356014943,3241.6924356014943,3241.6924356014943,-181.33271631300522,-181.33271631300522,-181.33271631300522,0.0,0.0,0.0,19884.52021150064
2021-03-14,16831.73529189771,11084.005800192732,21873.659895956513,16831.73529189771,16831.73529189771,-475.249020177762,-475.249020177762,-475.249020177762,-402.3269403048823,-402.3269403048823,-402.3269403048823,-72.92207987287975,-72.92207987287975,-72.92207987287975,0.0,0.0,0.0,16356.486271719947
2021-03-15,16839.310091583266,10666.73148889778,20900.619324153315,16839.310091583266,16839.310091583266,-1078.8920204113165,-1078.8920204113165,-1078.8920204113165,-1098.0114101342801,-1098.0114101342801,-1098.0114101342801,19.119389722963607,19.119389722963607,19.119389722963607,0.0,0.0,0.0,15760.41807117195
2021-03-16,16846.884891268823,9907.992225915064,20737.04251192106,16846.884891268823,16846.884891268823,-1361.387288720357,-1361.387288720357,-1361.387288720357,-1457.0638652415278,-1457.0638652415278,-1457.0638652415278,95.67657652117083,95.67657652117083,95.67657652117083,0.0,0.0,0.0,15485.497602548465
2021-03-17,16854.459690954376,10567.1350153795,21013.314999682712,16854.459690954376,16854.459690954376,-1199.4537680764765,-1199.4537680764765,-1199.4537680764765,-1357.3780275395047,-1357.3780275395047,-1357.3780275395047,157.92425946302828,157.92425946302828,157.92425946302828,0.0,0.0,0.0,15655.0059228779
2021-03-18,16862.034490639937,11357.267094777644,21997.157954308157,16862.034490639937,16862.034490639937,-156.48860392819435,-156.48860392819435,-156.48860392819435,-363.7516225412439,-363.7516225412439,-363.7516225412439,207.26301861304947,207.26301861304947,207.26301861304947,0.0,0.0,0.0,16705.54588671174
2021-03-19,16869.609290325494,13398.465930363504,23812.11605508902,16869.609290325494,16869.609290325494,1682.092990810135,1682.092990810135,1682.092990810135,1436.839430160261,1436.839430160261,1436.839430160261,245.25356064987366,245.25356064987366,245.25356064987366,0.0,0.0,0.0,18551.70228113563
2021-03-20,16877.18409001105,14853.954458585766,25629.877757623726,16877.18409001105,16877.18409001105,3515.2442034038827,3515.2442034038827,3515.2442034038827,3241.692435600037,3241.692435600037,3241.692435600037,273.55176780384573,273.55176780384573,273.55176780384573,0.0,0.0,0.0,20392.428293414934
2021-03-21,16884.758889696608,11089.81096700415,21781.492664794852,16884.758889696608,16884.758889696608,-108.48030724018209,-108.48030724018209,-108.48030724018209,-402.3269403066875,-402.3269403066875,-402.3269403066875,293.8466330665054,293.8466330665054,293.8466330665054,0.0,0.0,0.0,16776.278582456427
2021-03-22,16892.333689382165,10747.698415766125,21274.881049721196,16892.333689382165,16892.333689382165,-790.2083739763067,-790.2083739763067,-790.2083739763067,-1098.0114101337947,-1098.0114101337947,-1098.0114101337947,307.8030361574879,307.8030361574879,307.8030361574879,0.0,0.0,0.0,16102.125315405858
2021-03-23,16899.908489067722,10222.558919728723,21584.34478717074,16899.908489067722,16899.908489067722,-1140.0528169082763,-1140.0528169082763,-1140.0528169082763,-1457.06386524433,-1457.06386524433,-1457.06386524433,317.0110483360536,317.0110483360536,317.0110483360536,0.0,0.0,0.0,15759.855672159447
2021-03-24,16907.48328875328,10187.731843456397,21330.889285245215,16907.48328875328,16907.48328875328,-1034.4348876062097,-1034.4348876062097,-1034.4348876062097,-1357.378027540635,-1357.378027540635,-1357.378027540635,322.943139934425,322.943139934425,322.943139934425,0.0,0.0,0.0,15873.048401147069
2021-03-25,16915.058088438836,11481.77932743447,22287.94658648152,16915.058088438836,16915.058088438836,-36.831308141448204,-36.831308141448204,-36.831308141448204,-363.7516225427194,-363.7516225427194,-363.7516225427194,326.92031440127124,326.92031440127124,326.92031440127124,0.0,0.0,0.0,16878.226780297387
2021-03-26,16922.632888124394,13606.523614996997,24118.506104903667,16922.632888124394,16922.632888124394,1766.9272493434394,1766.9272493434394,1766.9272493434394,1436.8394301615094,1436.8394301615094,1436.8394301615094,330.08781918193006,330.08781918193006,330.08781918193006,0.0,0.0,0.0,18689.560137467834
2021-03-27,16930.207685250673,15348.330445507507,26003.49525927447,16930.207685250673,16930.207685250673,3575.0931358482167,3575.0931358482167,3575.0931358482167,3241.692435599247,3241.692435599247,3241.692435599247,333.40070024896954,333.40070024896954,333.40070024896954,0.0,0.0,0.0,20505.30082109889
2021-03-28,16937.78248237695,11738.046328477198,21886.18858604912,16937.78248237695,16937.78248237695,-64.70785359675197,-64.70785359675197,-64.70785359675197,-402.32694029701497,-402.32694029701497,-402.32694029701497,337.6190867002632,337.6190867002632,337.6190867002632,0.0,0.0,0.0,16873.0746287802
2021-03-29,16945.357279503227,10915.870981230693,21723.060355530422,16945.357279503227,16945.357279503227,-754.6986826396596,-754.6986826396596,-754.6986826396596,-1098.0114101318277,-1098.0114101318277,-1098.0114101318277,343.3127274921679,343.3127274921679,343.3127274921679,0.0,0.0,0.0,16190.658596863566
2021-03-30,16952.932076629506,10081.19515501866,21374.059387377758,16952.932076629506,16952.932076629506,-1106.1898990363375,-1106.1898990363375,-1106.1898990363375,-1457.0638652392236,-1457.0638652392236,-1457.0638652392236,350.87396620288627,350.87396620288627,350.87396620288627,0.0,0.0,0.0,15846.742177593169
2021-03-31,16960.506873755785,10458.261679614534,21479.108687931577,16960.506873755785,16960.506873755785,-996.8399848160045,-996.8399848160045,-996.8399848160045,-1357.3780275375134,-1357.3780275375134,-1357.3780275375134,360.5380427215089,360.5380427215089,360.5380427215089,0.0,0.0,0.0,15963.66688893978
2021-04-01,16968.08167088206,11544.522143341082,22326.403107785427,16968.08167088206,16968.08167088206,8.657739880271624,8.657739880271624,8.657739880271624,-363.7516225367817,-363.7516225367817,-363.7516225367817,372.40936241705333,372.40936241705333,372.40936241705333,0.0,0.0,0.0,16976.739410762333
2021-04-02,16975.65646800834,13365.358187334965,24007.149472614332,16975.65646800834,16975.65646800834,1823.3316115446667,1823.3316115446667,1823.3316115446667,1436.8394301528367,1436.8394301528367,1436.8394301528367,386.4921813918302,386.4921813918302,386.4921813918302,0.0,0.0,0.0,18798.988079553004
2021-04-03,16983.23126513462,15524.477315271468,25918.158237041655,16983.23126513462,16983.23126513462,3644.416462159889,3644.416462159889,3644.416462159889,3241.692435598458,3241.692435598458,3241.692435598458,402.7240265614311,402.7240265614311,402.7240265614311,0.0,0.0,0.0,20627.64772729451
2021-04-04,16990.806062260897,11770.207114708404,22214.927626173776,16990.806062260897,16990.806062260897,18.683164809596185,18.683164809596185,18.683164809596185,-402.32694029882043,-402.32694029882043,-402.32694029882043,421.0101051084166,421.0101051084166,421.0101051084166,0.0,0.0,0.0,17009.489227070495
2021-04-05,16998.380859387173,10924.935215429228,21607.810282432994,16998.380859387173,16998.380859387173,-656.7544495707378,-656.7544495707378,-656.7544495707378,-1098.0114101356087,-1098.0114101356087,-1098.0114101356087,441.2569605648712,441.2569605648712,441.2569605648712,0.0,0.0,0.0,16341.626409816436
2021-04-06,17005.955656513455,10906.349122749993,21369.584746233613,17005.955656513455,17005.955656513455,-993.6601638280998,-993.6601638280998,-993.6601638280998,-1457.063865242026,-1457.063865242026,-1457.063865242026,463.40370141392594,463.40370141392594,463.40370141392594,0.0,0.0,0.0,16012.295492685356
2021-04-07,17013.530453639734,11099.464824204859,21375.153695404842,17013.530453639734,17013.530453639734,-869.928768098391,-869.928768098391,-869.928768098391,-1357.378027538643,-1357.378027538643,-1357.378027538643,487.4492594402521,487.4492594402521,487.4492594402521,0.0,0.0,0.0,16143.601685541344
2021-04-08,17021.10525076601,11918.902539797105,22067.1299569439,17021.10525076601,17021.10525076601,149.72270119140512,149.72270119140512,149.72270119140512,-363.7516225458976,-363.7516225458976,-363.7516225458976,513.4743237373028,513.4743237373028,513.4743237373028,0.0,0.0,0.0,17170.827951957413
2021-04-09,17028.68004789229,13765.917117350606,24642.166927744318,17028.68004789229,17028.68004789229,1978.4962652618929,1978.4962652618929,1978.4962652618929,1436.839430156513,1436.839430156513,1436.839430156513,541.6568351053794,541.6568351053794,541.6568351053794,0.0,0.0,0.0,19007.17631315418
2021-04-10,17036.254845018568,15572.695445100091,26261.77184749777,17036.254845018568,17036.254845018568,3813.9726411969586,3813.9726411969586,3813.9726411969586,3241.6924355976676,3241.6924355976676,3241.6924355976676,572.2802055992904,572.2802055992904,572.2802055992904,0.0,0.0,0.0,20850.227486215525
2021-04-11,17043.829642144843,11869.871243432026,22534.4624755176,17043.829642144843,17043.829642144843,203.40679870835686,203.40679870835686,203.40679870835686,-402.32694030185036,-402.32694030185036,-402.32694030185036,605.7337390102072,605.7337390102072,605.7337390102072,0.0,0.0,0.0,17247.2364408532
2021-04-12,17051.404439271122,10986.762284117756,21904.610209271563,17051.404439271122,17051.404439271122,-455.5063513480035,-455.5063513480035,-455.5063513480035,-1098.011410133642,-1098.011410133642,-1098.011410133642,642.5050587856385,642.5050587856385,642.5050587856385,0.0,0.0,0.0,16595.89808792312
2021-04-13,17058.9792363974,10587.045498700334,21222.120268335075,17058.9792363974,17058.9792363974,-773.8991767441717,-773.8991767441717,-773.8991767441717,-1457.0638652422615,-1457.0638652422615,-1457.0638652422615,683.1646884980895,683.1646884980895,683.1646884980895,0.0,0.0,0.0,16285.08005965323
2021-04-14,17066.55403352368,11242.592498750611,21623.96809954286,17066.55403352368,17066.55403352368,-629.034763300961,-629.034763300961,-629.034763300961,-1357.3780275397728,-1357.3780275397728,-1357.3780275397728,728.343264238812,728.343264238812,728.343264238812,0.0,0.0,0.0,16437.519270222718
